0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
0.0,0.0,0.0,0.31989155166398187,0.1631489083715026,0.13154212475966356,0.9370040625208786,1.984374060615509,0.6059933850257807,0.6272269221347073,0.7750882702829104,0.9505316724446379,0.15893744942726135,0.7422003259558776,0.02874261823810198,0.2514719233224733,0.03959983519787389,0.3125223197384507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14512307576196629,0.12654799769128555,0.08390753728462513,0.3586671813639974,0.8478975814174553,0.6924967744809105,0.9883942340289171,0.07386535220886814
0.0,0.0,0.0,0.5071808747103099,0.38038574461609276,0.38038574461609276,1.0695712150568881,1.9355276637442747,0.6548397818970292,0.02707822249852513,0.5780355548699634,0.6799061502660807,0.47547719950100314,0.3429678526950463,0.614134802882326,0.0,0.0,0.04571917198070485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34553085925997395,0.3052666194036643,0.308489595937494,0.6248348768078201,0.6283641260891468,0.8844675388064462,0.6090588613930141,0.10495020674500954
0.0,0.0,0.0,0.43583835658132103,0.3554019093291365,0.3533116160153599,0.41456599056781673,1.9355276637442747,0.6548397818970293,0.08153805759908404,0.4868895401564727,0.27424367245010384,0.2842617217368242,0.08005016672137479,0.09625187688411786,0.25490869720938913,0.13149112982250366,0.25468811012048104,0.0,0.0,1.3768395851737474,1.3768395851737476,0.0,0.0,0.0,0.35334926915453546,0.31195341092148143,0.2731498284596308,0.6834669576067566,0.9934380148519875,0.7399492868472555,0.8527327211404503,0.30132895840602203
0.0,0.0,0.0,0.40205030459266533,0.3289865597185116,0.30105452327396987,0.4233433025009845,1.9355276637442747,0.6548397818970348,0.08455260012851505,0.36791906797849916,0.12600206545743242,0.2215446459723658,0.1504289982338461,0.12015249949891164,0.10572061152748723,0.2320800938951304,0.1880743576800018,0.0,0.0,0.0,0.0,0.0,0.0,0.8920947148255101,0.3289865597185001,0.347876186835131,0.3435874651403954,0.7345343470339518,0.9088281458399835,0.7503733321826873,0.8698790949987749,0.3289865597185001
0.0,0.0,0.0,0.3645266392986259,0.3117891980372215,0.3418900227037953,0.995255088514875,3.489123432157257,1.2744210211793001,0.031942920560921115,0.7393986061724078,0.28924080318782286,0.4093824903189549,0.04571554744742938,0.23705119630011667,0.1984991122643009,0.17897577705687703,0.10210981240767471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32491624167020106,0.27844937909659595,0.30128899035894263,0.6990168940738047,1.1568552116810986,1.1654877716080085,0.6729789654589676,0.3789734015307297
0.0,0.0,0.0,0.46890262489951284,0.24472336255726412,0.26814866050668895,1.1448572862221076,2.3002826504932927,0.6900847951479878,0.08277057706726301,0.43588061784710397,0.3521958894302794,0.331689337818498,0.6525008114403249,0.1593652232021181,0.43682832046797243,0.07146472003434484,0.319662761092859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28112755956755586,0.26809911511651213,0.28120358908594195,0.7607714892321855,1.2679524820536425,0.9509643615402319,0.7116199343760903,0.42447795214803424
0.0,0.0,0.0,0.5071809928214569,0.38038574461609276,0.38038574461609265,0.0034395020303325252,1.5968970246535075,0.6817776080678976,0.471557943351125,0.5175635963609909,0.6817776080678976,0.0024337246765201645,0.26200831434152194,0.25589268096686174,0.0,0.0,0.04571917198070491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38038574461609265,0.38038574461609254,0.38038574461609265,0.7607714892321855,0.9470579956914456,0.7871265505875715,0.8216487450540804,0.38038574461609276
0.0,0.0,0.0,0.39375347977462194,0.3405333056278833,0.30339404718014323,0.37028321808319364,1.7742144071655206,0.6499617466055946,0.471557943351125,0.4738898796104811,0.5410031653282331,0.1858332566236333,0.19879530573764737,0.4564078209611871,0.298490834737618,0.597124583354995,0.4802807946135096,0.0,0.0,0.8524206147416244,0.8716208456130716,0.0,0.0,0.0,0.25949058945215187,0.3149352576789747,0.26847036376513717,0.6379949489138177,0.765992416103585,0.5144336417714908,0.44557080181430814,0.3336342394975762
0.0,7.632783294297951e-17,0.0,0.35897386539385484,0.2721189444061096,0.2557217601302765,0.6596373673003215,1.6729618492529768,0.6499617466055958,0.46588885537995367,0.5175635963609924,0.6431977329018818,0.09889892600235985,0.11380192528297171,0.26545190673091046,0.22109272346648234,0.2561810148572079,0.34950722364834846,0.0,2.410571742217371e-14,1.700029006457271e-15,0.0,1.4328815911568427e-14,0.0,0.8096847936632839,0.32959706433980995,0.3035692864884523,0.29686771045770766,0.5116479776477835,0.2980487577403572,0.6629665991854976,0.6018497018834501,0.35854070315573805
0.0,0.0,0.0,0.33521557633878846,0.3133199091349772,0.313319909136165,0.9757405668723043,3.1669578487348042,1.1256819884672886,0.778924342590203,0.8989136774629373,1.1959353819771812,0.4006490193808016,0.7181065765053449,0.17897105850389453,0.3009456850826043,0.28875157285813763,0.4132025117477272,0.0,6.938893903907228e-18,0.0,0.0,0.0,0.0,0.0,0.33282328560137775,0.31377668501814393,0.33391962741357173,0.8502318847572882,0.1305256992955165,0.7552566987981406,0.11248264010036624,0.4248153214012635
0.0,0.0,0.0,0.46895167635939855,0.24860095395911724,0.24686449081789605,0.869311705483063,1.8815956881691145,0.5646773501639709,0.40015312895147787,0.4818817601674022,0.5823192001900421,0.18450227809243192,1.2687633339954156,0.14710776123350894,0.3455465482568255,0.09410307092430237,0.3229123635001022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13230189657245117,0.1566004532420554,0.1115737452397334,0.43555747841702164,1.0262169477087357,0.7407704592180675,0.620990629662898,0.5151072568612495
0.0,0.0,0.0,0.19256265914169274,0.21706867033635965,0.3102584869383179,0.6113935337436107,0.7173301956592211,0.5261045045914533,0.30850877707419877,0.37086405587683624,0.5333538083272177,0.4834972625773119,0.9261711903737042,0.20255348831169603,0.345874926692731,0.0,0.04571917198070491,0.0,0.0,0.8305582616345106,0.7238993055297795,0.0,0.0,0.0,0.2884134454779633,0.26875290816364406,0.19114516982687746,0.5699623917742831,1.0346313106099463,0.9018130182544337,1.2548924610450831,0.26864568780142584
0.0,0.0,2.060851489460447e-15,0.12395275950766924,0.18813274365845578,0.2533290682122137,0.8377282871343118,0.4607401875552697,0.6173253473120851,0.42963027997405934,0.4379845029509807,0.5712306351820874,0.4896633068276801,0.8103465340098265,0.2125158501414448,4.163336342344337e-17,0.01831457719347672,0.027404594787231402,0.0,0.0,0.0,0.0,0.0,0.0,0.561783790003489,0.19763516001396925,0.2331628751042447,0.22240716951286388,0.6659258718478449,1.0613639485439008,0.8780008370030049,1.2121737530343573,0.27467390800032665
0.0,0.0,0.0,0.37241383928671684,0.26809911511653167,0.3307392540213868,0.9579624266742631,1.2002349689431313,1.0583114924656378,0.7077595049310963,0.7696559961016826,1.0419694749010127,0.8941250406452685,1.6813549895095492,0.6376297900257657,0.06087250016339593,0.05917159464618635,0.02850903071110357,0.0,3.3861802251067274e-14,0.0,0.0,0.0,0.0,0.0,0.3098621067981886,0.34488957434931666,0.33414923407840724,0.6230547020720166,0.5875171056291947,1.1863650274299034,1.2001609029226397,0.47621450629885603
0.0,0.0,0.0,0.4274257201848539,0.3803857446161253,0.38038574461578767,0.9427723586444333,0.9755096162961227,0.6270682830307986,0.36690459086914046,0.47308695049531596,0.48173919707960716,0.4330382845373374,0.3852213960608569,0.28686832268560614,0.08798264752387949,0.08422880585269862,0.2193826452968449,0.0,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-15,0.3803857446161436,0.3803857446160983,0.3546724168009719,0.7218029612418067,1.1322561993246,0.8362778938733697,0.4975003433377627,0.6385975431863912
0.0,0.0,0.0,0.2561828078718998,0.08837702847661967,0.16520154854610378,0.8537320047708484,0.28106292267662414,0.3727253399971844,0.3385986121730903,0.40682028247728197,0.46358637289627685,0.44236497082558324,0.6418723978724987,0.13102714038617147,0.4155918539868062,0.12011006016762307,0.4309734739100655,0.0,0.0,0.9471078284721659,0.7237482554729896,0.0,0.0,0.5617837900036032,0.13946463559181532,0.22039053464185232,0.21179157170748367,0.6924304818358857,1.1975066254908804,0.911578410302859,1.2527079568990476,0.1591227754187484
0.0,2.831068712794149e-15,0.0,0.507180992821457,0.31331990913612506,0.290318479305976,0.9432771020313468,0.6696348652383642,0.4651477878546339,0.2837887465650297,0.5357961371718027,0.41750885343977123,0.47972286796529323,0.7610211254540274,0.17668569407430595,0.3943881391431195,0.2616931544017742,0.43208146693688737,8.326672684688674e-17,1.3877787807814457e-17,1.7350388435641801,1.7350388435641801,0.0,0.0,0.0,0.31331990913613406,0.2818638057676102,0.26883536131655505,0.9524290125977221,1.5873816876628537,1.190536265747148,1.6667507720460013,0.47621450629885614
0.0,0.0,0.0,0.36721253349863037,0.26265307574958985,0.2343412396905878,1.0801721142925016,0.1505329530016944,0.6041652865107233,0.39678317106757627,0.30714093551188876,0.5620753740246611,0.5318885009069111,1.1110914574471629,0.2274853571084024,0.4931960339245187,0.3403107939825131,1.000063563883137,0.0,0.0,1.0502570709020322,0.7459205071005962,0.0,0.0,0.0,0.2482282667196211,0.17545227976274436,0.22887196842034935,0.45352204321230527,1.1553326478950612,0.9509643615402319,0.7381220816290174,0.3979758048951101
0.0,0.0,0.0,0.40052933245226713,0.3117891980372215,0.3030740517475745,0.9813211807231004,0.8534749029871548,0.398682236311987,0.28641500093286076,0.2876560758272958,0.598415681319384,0.25639403198061556,0.4862306108199787,0.22919218686978104,0.58980109237086,0.21099127551012092,0.6802157433679922,0.0,0.0,0.0,0.0,0.0,0.0,0.8096847936632839,0.27735787239466914,0.30807210940684726,0.33597177913732457,0.9524290125977121,1.5873816876628537,1.19053626574714,1.6667507720459962,0.47621450629885614
0.0,0.0,0.0,0.4198008269800382,0.31331990913612506,0.31331990913612506,1.2679524820536425,0.22371521153317944,0.4438736628386178,0.24748256679311395,0.3972672406299362,0.4381207460142118,0.4295502796207384,0.6862860216989856,0.028076436265375967,0.39493716269386353,0.0995300986585701,0.6558940006226218,0.0,0.0,0.0,0.0,0.0,0.0,0.561783790003489,0.29095782822471483,0.2834651348234811,0.29118947975977494,0.6806799454866241,1.1339172506501767,0.9421477645309202,0.7900511239208061,0.3460467626033408
0.0,0.0,0.0,0.392282713945301,0.3351648869207241,0.3102584232625645,0.9607546302339494,0.46597201016248474,0.5521771981659062,0.27819185444679706,0.8933696021736135,0.5793808900690985,0.4841657903232693,0.2269672389930561,0.3074511272613895,0.5336494459580238,0.5236954074398513,0.4124540196500793,0.0,0.0,0.0,0.0,5.745404152435185e-15,0.0,0.0,0.3336342394975762,0.3273632198030213,0.29760389263611764,0.952429012606064,1.5873816876628537,1.19053626574714,3.2126256987387443,0.9178930567824984
